Date,Close
9/1/2020,155.35
9/2/2020,160.99
9/3/2020,155.69
9/4/2020,152.8
9/8/2020,142.58
9/9/2020,144.9
9/10/2020,144.43
9/11/2020,142.07
9/14/2020,146.16
9/15/2020,147.07
9/16/2020,147.79
9/17/2020,146.5
9/18/2020,140.46
9/21/2020,135.21
9/22/2020,138.83
9/23/2020,135.07
9/24/2020,137.08
9/25/2020,137.68
9/28/2020,142.44
9/29/2020,142.49
9/30/2020,142.81
10/1/2020,145.99
10/2/2020,142.43
10/5/2020,147.91
10/6/2020,147.64
10/7/2020,152.71
10/8/2020,155.46
10/9/2020,156.55
10/12/2020,159.22
10/13/2020,157.8
10/14/2020,156.1
10/15/2020,158.25
10/16/2020,155.41
10/19/2020,154.15
10/20/2020,153.37
10/21/2020,151.16
10/22/2020,153.08
10/23/2020,152.1
10/26/2020,146.46
10/27/2020,142.57
10/28/2020,139.31
10/29/2020,143.33
10/30/2020,142.19
11/2/2020,146.51
11/3/2020,152.89
11/4/2020,157.22
11/5/2020,160.93
11/6/2020,160.11
11/9/2020,168.4
11/10/2020,168.75
11/11/2020,169.04
11/12/2020,143.07
11/13/2020,135
11/16/2020,136
11/17/2020,138.99
11/18/2020,141.76
11/19/2020,145.49
11/20/2020,145.04
11/23/2020,150.05
11/24/2020,154.44
11/25/2020,151.44
11/27/2020,152.47
11/30/2020,154.28
12/1/2020,151.92
12/2/2020,149.74
12/3/2020,145.58
12/4/2020,152.29
12/7/2020,154.13
12/8/2020,154.72
12/9/2020,148.51
12/10/2020,146.65
12/11/2020,144.66
12/14/2020,145.86
12/15/2020,149.04
12/16/2020,145.98
12/17/2020,145.44
12/18/2020,146.74
12/21/2020,140.2
12/22/2020,140.79
12/23/2020,140.21
12/24/2020,143.83
12/28/2020,145.32
12/29/2020,144.3
12/30/2020,151.5
12/31/2020,151.3
1/4/2021,146.01
1/5/2021,146.31
1/6/2021,148.09
1/7/2021,154.84
1/8/2021,158.28
1/11/2021,158.18
1/12/2021,166.03
1/13/2021,163.88
1/14/2021,167.62
1/15/2021,164.68
1/19/2021,172.69
1/20/2021,169.36
1/21/2021,167.93
1/22/2021,167.54
1/25/2021,165.23
1/26/2021,161.05
1/27/2021,150.52
1/28/2021,152.52
1/29/2021,147.31
2/1/2021,155.92
2/2/2021,157.35
2/3/2021,157.16
2/4/2021,165.43
2/5/2021,169.21
2/8/2021,173.01
2/9/2021,169.22
2/10/2021,166.76
2/11/2021,172.69
2/12/2021,174.84
2/16/2021,174.38
2/17/2021,170.46
2/18/2021,162.81
2/19/2021,168.55
2/22/2021,164.88
2/23/2021,166.83
2/24/2021,178.72
2/25/2021,166.63
2/26/2021,170.5
3/1/2021,177.72
3/2/2021,168.53
3/3/2021,170.86
3/4/2021,162.54
3/5/2021,164.54
3/8/2021,156.15
3/9/2021,162.56
3/10/2021,166.13
3/11/2021,171.8
3/12/2021,169.15
3/15/2021,173.81
3/16/2021,180.76
3/17/2021,180.91
3/18/2021,172
3/19/2021,172.31
3/22/2021,170.15
3/23/2021,162.28
3/24/2021,165.38
3/25/2021,167.82
3/26/2021,177.48
3/29/2021,170.31
3/30/2021,170.94
3/31/2021,176.79
4/1/2021,187.79
4/5/2021,195.28
4/6/2021,196.9
4/7/2021,195.76
4/8/2021,196.59
4/9/2021,192.98
4/12/2021,185.75
4/13/2021,186.74
4/14/2021,188.87
4/15/2021,191.29
4/16/2021,190.11
4/19/2021,185.7
4/20/2021,179.54
4/21/2021,187.51
4/22/2021,184.02
4/23/2021,187.07
4/26/2021,190.3
4/27/2021,187.66
4/28/2021,188.21
4/29/2021,187.33
4/30/2021,183.43
5/3/2021,181.93
5/4/2021,175.14
5/5/2021,178.49
5/6/2021,159.1
5/7/2021,166.49
5/10/2021,153.13
5/11/2021,152.34
5/12/2021,144.36
5/13/2021,151.79
5/14/2021,154.64
5/17/2021,152
5/18/2021,149.09
5/19/2021,149.99
5/20/2021,152.85
5/21/2021,151.38
5/24/2021,153.85
5/25/2021,153.13
5/26/2021,152.85
5/27/2021,155.32
5/28/2021,154.33
6/1/2021,154
6/2/2021,153.04
6/3/2021,147.68
6/4/2021,150.42
6/7/2021,144.98
6/8/2021,150.01
6/9/2021,153.38
6/10/2021,150.99
6/11/2021,152.95
6/14/2021,158.6
6/15/2021,155.11
6/16/2021,153.62
6/17/2021,151.25
6/18/2021,149.92
6/21/2021,149.7
6/22/2021,149.72
6/23/2021,148.7
6/24/2021,150
6/25/2021,147.14
6/28/2021,150
6/29/2021,150.06
6/30/2021,150.74
7/1/2021,148.73
7/2/2021,146
7/6/2021,142.86
7/7/2021,146.51
7/8/2021,142.3
7/9/2021,148.7
7/12/2021,150.62
7/13/2021,150.03
7/14/2021,147.21
7/15/2021,143.55
7/16/2021,139.2
7/19/2021,137.16
7/20/2021,139.87
7/21/2021,142.86
7/22/2021,140.02
7/23/2021,141.93
7/26/2021,139.14
7/27/2021,136.23
7/28/2021,141.56
7/29/2021,143.4
7/30/2021,144.64
8/2/2021,144.25
8/3/2021,145.92
8/4/2021,145.84
8/5/2021,124.79
8/6/2021,124.01
8/9/2021,122.72
8/10/2021,123.28
8/11/2021,124.6
8/12/2021,121.39
8/13/2021,125.04
8/16/2021,127.84
8/17/2021,122.2
8/18/2021,121.41
8/19/2021,120.37
8/20/2021,121.03
8/23/2021,123.41
8/24/2021,125.69
8/25/2021,127.81
8/26/2021,128.14
8/27/2021,132.89
8/30/2021,132.84
8/31/2021,132.62
9/1/2021,132.61
9/2/2021,133.92
9/3/2021,131.9
9/7/2021,133.35
9/8/2021,131.29
9/9/2021,132.52
9/10/2021,130.73
9/13/2021,130.95
9/14/2021,127.64
9/15/2021,132.32
9/16/2021,130.04
9/17/2021,130.12
9/20/2021,124.8
9/21/2021,124.37
9/22/2021,125.47
9/23/2021,125.99
9/24/2021,126.48
9/27/2021,126.65
9/28/2021,124.83
9/29/2021,122.72
9/30/2021,123.23
10/1/2021,125.32
10/4/2021,122.03
10/5/2021,123.43
10/6/2021,121.51
10/7/2021,122.27
10/8/2021,120.95
10/11/2021,120.82
10/12/2021,119.55
10/13/2021,120.74
10/14/2021,124.65
10/15/2021,126.65
10/18/2021,128.12
10/19/2021,129.3
10/20/2021,129.7
10/21/2021,130.09
10/22/2021,127.98
10/25/2021,128.46
10/26/2021,126.34
10/27/2021,121.76
10/28/2021,124.09
10/29/2021,128.37
11/1/2021,134.22
11/2/2021,136.4
11/3/2021,139.25
11/4/2021,140.49
11/5/2021,141.71
11/8/2021,138.56
11/9/2021,140.21
11/10/2021,137.45
11/11/2021,139.73
11/12/2021,144.94
11/15/2021,149.3
11/16/2021,145.31
11/17/2021,145.45
11/18/2021,145.21
11/19/2021,144.08
11/22/2021,140.26
11/23/2021,139.45
11/24/2021,137.4
11/26/2021,132.88
11/29/2021,137.99
11/30/2021,132.8
12/1/2021,133.66
12/2/2021,136.53
12/3/2021,136.65
12/6/2021,141.18
12/7/2021,148.63
12/8/2021,148.94
12/9/2021,145.68
12/10/2021,148.93
12/13/2021,144.99
12/14/2021,145.97
12/15/2021,195.5
12/16/2021,186.31
12/17/2021,187.05
12/20/2021,184.85
12/21/2021,186.42
12/22/2021,187.49
12/23/2021,189.98
12/27/2021,193.88
12/28/2021,193.78
12/29/2021,192
12/30/2021,190.57
12/31/2021,191.69
1/3/2022,191.5
1/4/2022,191.83
1/5/2022,189.83
1/6/2022,189.99
1/7/2022,189.46
1/10/2022,188.94
1/11/2022,188.22
1/12/2022,187.92
1/13/2022,187.47
1/14/2022,187.65
1/18/2022,183.97
1/19/2022,183.78
1/20/2022,181.95
1/21/2022,180
1/24/2022,180.84
1/25/2022,176.32
1/26/2022,176.4
1/27/2022,173.76
1/28/2022,174.19
1/31/2022,180.88
2/1/2022,185.76
2/2/2022,185.41
2/3/2022,182.54
2/4/2022,183.36
2/7/2022,182.94
2/8/2022,184.51
2/9/2022,186.39
2/10/2022,186.38
2/11/2022,182.02
2/14/2022,183.2
2/15/2022,187.54
2/16/2022,188.16
2/17/2022,186.51
2/18/2022,185.18
2/22/2022,183.67
2/23/2022,182.47
2/24/2022,186.25
2/25/2022,186.5
2/28/2022,185.43
3/1/2022,181.98
3/2/2022,183.35
3/3/2022,181.6
3/4/2022,178.3
3/7/2022,178.48
3/8/2022,180.17
3/9/2022,182.71
3/10/2022,182.29
3/11/2022,180.86
3/14/2022,180.07