Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Ticker
4/9/2021,147.32,4/9/2021,20,4/9/2021,197.13,4/9/2021,53.16,4/9/2021,192.98,4/9/2021,47.13,4/9/2021,121.45,7/8/2021,9.89,4/9/2021,111.88,4/9/2021,56.73,4/9/2021,17.05,4/22/2021,67.21,4/9/2021,53.54,
4/12/2021,147.71,4/12/2021,19.98,4/12/2021,196.54,4/12/2021,53.92,4/12/2021,185.75,4/12/2021,47.1,4/12/2021,119.7,7/9/2021,9.88,4/12/2021,112.4,4/12/2021,58.25,4/12/2021,16.75,4/23/2021,69.77,4/12/2021,52.51,
4/13/2021,148.58,4/13/2021,19.86,4/13/2021,193.64,4/13/2021,52.91,4/13/2021,186.74,4/13/2021,46.87,4/13/2021,118.31,7/12/2021,9.88,4/13/2021,110.75,4/13/2021,56.5,4/13/2021,16.79,4/26/2021,73.83,4/13/2021,51.83,
4/14/2021,152.93,4/14/2021,20.13,4/14/2021,194.65,4/14/2021,53.44,4/14/2021,188.87,4/14/2021,47.22,4/14/2021,118,7/13/2021,9.91,4/14/2021,111.19,4/14/2021,56.68,4/14/2021,17.36,4/27/2021,74.9,4/14/2021,53.68,
4/15/2021,150.51,4/15/2021,20.21,4/15/2021,198.45,4/15/2021,54.07,4/15/2021,191.29,4/15/2021,47.52,4/15/2021,119.3,7/14/2021,9.91,4/15/2021,112.47,4/15/2021,56.16,4/15/2021,16.43,4/28/2021,73.65,4/15/2021,54.1,
4/16/2021,152.03,4/16/2021,20.3,4/16/2021,198.6,4/16/2021,54.75,4/16/2021,190.11,4/16/2021,47.5,4/16/2021,117.38,7/15/2021,9.92,4/16/2021,113.64,4/16/2021,57.37,4/16/2021,16.6,4/29/2021,72.37,4/16/2021,55.1,
4/19/2021,157.5,4/19/2021,20.37,4/19/2021,198.6,4/19/2021,54.74,4/19/2021,185.7,4/19/2021,47.52,4/19/2021,113.15,7/16/2021,9.96,4/19/2021,112.82,4/19/2021,57.2,4/19/2021,17.59,4/30/2021,70.7,4/19/2021,55.66,
4/20/2021,148.52,4/20/2021,20.35,4/20/2021,198.04,4/20/2021,53.89,4/20/2021,179.54,4/20/2021,46.96,4/20/2021,110.72,7/19/2021,9.89,4/20/2021,113,4/20/2021,57.28,4/20/2021,16.4,5/3/2021,68.32,4/20/2021,53.92,
4/21/2021,153.05,4/21/2021,20.5,4/21/2021,199.23,4/21/2021,55.29,4/21/2021,187.51,4/21/2021,48.28,4/21/2021,113.21,7/20/2021,9.96,4/21/2021,114.86,4/21/2021,58,4/21/2021,17.18,5/4/2021,67.7,4/21/2021,53.31,
4/22/2021,155.8,4/22/2021,20.15,4/22/2021,200,4/22/2021,54.3,4/22/2021,184.02,4/22/2021,48.08,4/22/2021,109.99,7/21/2021,9.9,4/22/2021,113.46,4/22/2021,57.2,4/22/2021,17.86,5/5/2021,68,4/22/2021,52.78,
4/23/2021,161.23,4/23/2021,20.05,4/23/2021,202.16,4/23/2021,55.4,4/23/2021,187.07,4/23/2021,48.63,4/23/2021,113.15,7/22/2021,9.9,4/23/2021,115.9,4/23/2021,57.21,4/23/2021,18.19,5/6/2021,65.24,4/23/2021,53.52,
4/26/2021,170.57,4/26/2021,19.94,4/26/2021,200.79,4/26/2021,55.68,4/26/2021,190.3,4/26/2021,48.87,4/26/2021,115.26,7/23/2021,9.92,4/26/2021,117.68,4/26/2021,58.66,4/26/2021,19,5/7/2021,65.86,4/26/2021,55.69,
4/27/2021,169.75,4/27/2021,20.06,4/27/2021,204.24,4/27/2021,56.2,4/27/2021,187.66,4/27/2021,49.16,4/27/2021,114.78,7/26/2021,9.92,4/27/2021,118.67,4/27/2021,58.92,4/27/2021,18.71,5/10/2021,63.6,4/27/2021,54.66,
4/28/2021,169.4,4/28/2021,20.01,4/28/2021,211.41,4/28/2021,56.74,4/28/2021,188.21,4/28/2021,49.19,4/28/2021,114.79,7/27/2021,9.9,4/28/2021,119.23,4/28/2021,56.52,4/28/2021,18.83,5/11/2021,62.66,4/28/2021,54.15,
4/29/2021,167.62,4/29/2021,20.13,4/29/2021,214.73,4/29/2021,56.43,4/29/2021,187.33,4/29/2021,49.56,4/29/2021,114.91,7/28/2021,9.92,4/29/2021,120.23,4/29/2021,56.97,4/29/2021,18.15,5/12/2021,57.46,4/29/2021,52.8,
4/30/2021,168.17,4/30/2021,19.78,4/30/2021,214.17,4/30/2021,54.88,4/30/2021,183.43,4/30/2021,48.76,4/30/2021,112.58,7/29/2021,9.95,4/30/2021,118.24,4/30/2021,56.41,4/30/2021,18.02,5/13/2021,54.89,4/30/2021,52.74,
5/3/2021,165.99,5/3/2021,20.07,5/3/2021,213.71,5/3/2021,56.09,5/3/2021,181.93,5/3/2021,49.73,5/3/2021,111.36,7/30/2021,9.95,5/3/2021,119.06,5/3/2021,55.85,5/3/2021,17.72,5/14/2021,58.37,5/3/2021,52.57,
5/4/2021,162.11,5/4/2021,20.42,5/4/2021,214.7,5/4/2021,57.4,5/4/2021,175.14,5/4/2021,49.79,5/4/2021,108.89,8/2/2021,9.94,5/4/2021,119.04,5/4/2021,54.93,5/4/2021,18.08,5/17/2021,61,5/4/2021,52.68,
5/5/2021,167.15,5/5/2021,20.79,5/5/2021,215.92,5/5/2021,60.91,5/5/2021,178.49,5/5/2021,47.68,5/5/2021,110.7,8/3/2021,9.93,5/5/2021,121.83,5/5/2021,53.34,5/5/2021,18.67,5/18/2021,65.46,5/5/2021,54.57,
5/6/2021,152.85,5/6/2021,20.45,5/6/2021,220.35,5/6/2021,62.92,5/6/2021,159.1,5/6/2021,48.41,5/6/2021,111.3,8/4/2021,9.94,5/6/2021,117.42,5/6/2021,54,5/6/2021,17.24,5/19/2021,61.31,5/6/2021,53.14,
5/7/2021,162.72,5/7/2021,20.1,5/7/2021,221.46,5/7/2021,62.37,5/7/2021,166.49,5/7/2021,48.86,5/7/2021,114.71,8/5/2021,9.95,5/7/2021,120.41,5/7/2021,54.44,5/7/2021,18.15,5/20/2021,61.42,5/7/2021,55.02,
5/10/2021,159.48,5/10/2021,19.58,5/10/2021,221.58,5/10/2021,61.52,5/10/2021,153.13,5/10/2021,46.99,5/10/2021,108.2,8/6/2021,9.95,5/10/2021,118.36,5/10/2021,53.81,5/10/2021,17.66,5/21/2021,60.67,5/10/2021,55.36,
5/11/2021,160.5,5/11/2021,19.58,5/11/2021,218.4,5/11/2021,61.58,5/11/2021,152.34,5/11/2021,47.09,5/11/2021,109.19,8/9/2021,9.94,5/11/2021,117.14,5/11/2021,51.91,5/11/2021,17.6,5/24/2021,62.83,5/11/2021,53.3,
5/12/2021,154.6,5/12/2021,19.21,5/12/2021,214.95,5/12/2021,60.1,5/12/2021,144.36,5/12/2021,45.18,5/12/2021,101.61,8/10/2021,9.93,5/12/2021,114.95,5/12/2021,50.53,5/12/2021,16.4,5/25/2021,63.68,5/12/2021,51.48,
5/13/2021,157.69,5/13/2021,19.38,5/13/2021,220.44,5/13/2021,61.33,5/13/2021,151.79,5/13/2021,45.92,5/13/2021,105.35,8/11/2021,9.97,5/13/2021,116.27,5/13/2021,51.34,5/13/2021,16.7,5/26/2021,63.55,5/13/2021,51.07,
5/14/2021,163.81,5/14/2021,19.19,5/14/2021,219.06,5/14/2021,62.28,5/14/2021,154.64,5/14/2021,46.32,5/14/2021,109.45,8/12/2021,9.92,5/14/2021,118.19,5/14/2021,52.51,5/14/2021,17.73,5/27/2021,64.94,5/14/2021,52.31,
5/17/2021,157.79,5/17/2021,18.98,5/17/2021,220.96,5/17/2021,63.11,5/17/2021,152,5/17/2021,46.22,5/17/2021,107.35,8/13/2021,9.94,5/17/2021,118.42,5/17/2021,52.05,5/17/2021,17.19,5/28/2021,64.9,5/17/2021,46.96,
5/18/2021,159.35,5/18/2021,18.67,5/18/2021,216.06,5/18/2021,62.33,5/18/2021,149.09,5/18/2021,45.78,5/18/2021,106.23,8/16/2021,9.95,5/18/2021,117.67,5/18/2021,51.83,5/18/2021,17.91,6/1/2021,66.42,5/18/2021,46.2,
5/19/2021,156.98,5/19/2021,18.49,5/19/2021,216.02,5/19/2021,61.83,5/19/2021,149.99,5/19/2021,44.82,5/19/2021,108.05,8/17/2021,9.9,5/19/2021,116.54,5/19/2021,51.74,5/19/2021,17.43,6/2/2021,68.8,5/19/2021,42.43,
5/20/2021,157.99,5/20/2021,18.34,5/20/2021,216.99,5/20/2021,62.05,5/20/2021,152.85,5/20/2021,44.13,5/20/2021,111.16,8/18/2021,9.93,5/20/2021,116.32,5/20/2021,52.36,5/20/2021,17.46,6/3/2021,69.14,5/20/2021,41.45,
5/21/2021,159.58,5/21/2021,18.4,5/21/2021,216.62,5/21/2021,62.73,5/21/2021,151.38,5/21/2021,44.7,5/21/2021,109.81,8/19/2021,9.89,5/21/2021,116.88,5/21/2021,53.1,5/21/2021,18.12,6/4/2021,71.88,5/21/2021,42.09,
5/24/2021,159.59,5/24/2021,18.61,5/24/2021,218.81,5/24/2021,63.16,5/24/2021,153.85,5/24/2021,45.15,5/24/2021,113.18,8/20/2021,9.9,5/24/2021,116.74,5/24/2021,54.35,5/24/2021,18.44,6/7/2021,69.22,5/24/2021,42.25,
5/25/2021,158.02,5/25/2021,18.17,5/25/2021,216.97,5/25/2021,62.02,5/25/2021,153.13,5/25/2021,44.6,5/25/2021,113.07,8/23/2021,9.88,5/25/2021,115.55,5/25/2021,54.52,5/25/2021,18,6/8/2021,68.64,5/25/2021,41.61,
5/26/2021,162.2,5/26/2021,18.29,5/26/2021,216.71,5/26/2021,62.61,5/26/2021,152.85,5/26/2021,44.78,5/26/2021,113.37,8/24/2021,9.9,5/26/2021,115.4,5/26/2021,55.86,5/26/2021,18.71,6/9/2021,69.72,5/26/2021,41.82,
5/27/2021,168.56,5/27/2021,18.4,5/27/2021,218.64,5/27/2021,63.37,5/27/2021,155.32,5/27/2021,45.18,5/27/2021,113.89,8/25/2021,9.9,5/27/2021,116.24,5/27/2021,60.01,5/27/2021,19.88,6/10/2021,73.12,5/27/2021,42.65,
5/28/2021,167.08,5/28/2021,18.39,5/28/2021,220.53,5/28/2021,63.58,5/28/2021,154.33,5/28/2021,45.5,5/28/2021,114.45,8/26/2021,9.93,5/28/2021,116.69,5/28/2021,59.46,5/28/2021,19.51,6/11/2021,73.31,5/28/2021,43.37,
6/1/2021,171.43,6/1/2021,18.35,6/1/2021,222.56,6/1/2021,64.76,6/1/2021,154,6/1/2021,45.97,6/1/2021,114.01,8/27/2021,9.93,6/1/2021,118.31,6/1/2021,60.36,6/1/2021,19.89,6/14/2021,71.18,6/1/2021,44.51,
6/2/2021,170.36,6/2/2021,17.71,6/2/2021,219.38,6/2/2021,63.87,6/2/2021,153.04,6/2/2021,45.66,6/2/2021,114.83,8/30/2021,9.91,6/2/2021,117.7,6/2/2021,59.89,6/2/2021,20.31,6/15/2021,69.12,6/2/2021,46.09,
6/3/2021,168.17,6/3/2021,17.67,6/3/2021,219.25,6/3/2021,64.28,6/3/2021,147.68,6/3/2021,45.98,6/3/2021,112.78,8/31/2021,9.92,6/3/2021,117.85,6/3/2021,59.71,6/3/2021,19.97,6/16/2021,70.37,6/3/2021,45.07,
6/4/2021,173.54,6/4/2021,17.75,6/4/2021,220.32,6/4/2021,64.85,6/4/2021,150.42,6/4/2021,45.96,6/4/2021,116.22,9/1/2021,9.93,6/4/2021,118.35,6/4/2021,60.51,6/4/2021,20.62,6/17/2021,68.83,6/4/2021,45.74,
6/7/2021,170.78,6/7/2021,18.01,6/7/2021,216.42,6/7/2021,63.29,6/7/2021,144.98,6/7/2021,45.93,6/7/2021,115,9/2/2021,9.93,6/7/2021,118.49,6/7/2021,61.32,6/7/2021,20.91,6/18/2021,67.85,6/7/2021,45.65,
6/8/2021,176.01,6/8/2021,17.99,6/8/2021,218.27,6/8/2021,63.68,6/8/2021,150.01,6/8/2021,45.9,6/8/2021,113.81,9/3/2021,9.94,6/8/2021,119.14,6/8/2021,62.43,6/8/2021,21.17,6/21/2021,67.89,6/8/2021,46.79,
6/9/2021,174.37,6/9/2021,17.9,6/9/2021,218.12,6/9/2021,62.82,6/9/2021,153.38,6/9/2021,45.49,6/9/2021,113.8,9/7/2021,9.95,6/9/2021,118.31,6/9/2021,61.25,6/9/2021,20.49,6/22/2021,69.17,6/9/2021,47.57,
6/10/2021,167.78,6/10/2021,17.71,6/10/2021,217.09,6/10/2021,62.31,6/10/2021,150.99,6/10/2021,44.56,6/10/2021,115.57,9/8/2021,9.94,6/10/2021,118.61,6/10/2021,61.07,6/10/2021,18.9,6/23/2021,74.11,6/10/2021,47.25,
6/11/2021,170.18,6/11/2021,17.84,6/11/2021,219.35,6/11/2021,62.59,6/11/2021,152.95,6/11/2021,44.54,6/11/2021,116.41,9/9/2021,9.96,6/11/2021,119.42,6/11/2021,61.91,6/11/2021,19,6/24/2021,72.5,6/11/2021,47.87,
6/14/2021,168.34,6/14/2021,17.99,6/14/2021,213.56,6/14/2021,61.49,6/14/2021,158.6,6/14/2021,43.96,6/14/2021,119.36,9/10/2021,9.95,6/14/2021,118.46,6/14/2021,60.69,6/14/2021,18.35,6/25/2021,72.94,6/14/2021,47.19,
6/15/2021,166.03,6/15/2021,18.04,6/15/2021,214.67,6/15/2021,61.38,6/15/2021,155.11,6/15/2021,44.31,6/15/2021,119.67,9/13/2021,9.97,6/15/2021,118.76,6/15/2021,61.49,6/15/2021,17.67,6/28/2021,75.84,6/15/2021,46.8,
6/16/2021,165.28,6/16/2021,17.74,6/16/2021,211.09,6/16/2021,60.57,6/16/2021,153.62,6/16/2021,43.7,6/16/2021,119.87,9/14/2021,9.96,6/16/2021,117.4,6/16/2021,61.89,6/16/2021,17.82,6/29/2021,76.8,6/16/2021,45.84,
6/17/2021,163.87,6/17/2021,17.49,6/17/2021,208.57,6/17/2021,57.72,6/17/2021,151.25,6/17/2021,43.51,6/17/2021,119.89,9/15/2021,9.97,6/17/2021,118,6/17/2021,60.74,6/17/2021,17.66,6/30/2021,78.16,6/17/2021,44.21,
6/18/2021,157.97,6/18/2021,17.04,6/18/2021,205.49,6/18/2021,56.49,6/18/2021,149.92,6/18/2021,42.71,6/18/2021,117.24,9/16/2021,9.99,6/18/2021,112.04,6/18/2021,60.64,6/18/2021,17.35,7/1/2021,76.72,6/18/2021,42.48,
6/21/2021,161.41,6/21/2021,17.29,6/21/2021,209.88,6/21/2021,57.61,6/21/2021,149.7,6/21/2021,43.41,6/21/2021,117.86,9/17/2021,9.99,6/21/2021,114.14,6/21/2021,62.33,6/21/2021,17.67,7/2/2021,77.8,6/21/2021,43.57,
6/22/2021,161.58,6/22/2021,17.23,6/22/2021,210.04,6/22/2021,57.13,6/22/2021,149.72,6/22/2021,43.49,6/22/2021,120.7,9/20/2021,9.99,6/22/2021,114.59,6/22/2021,62.04,6/22/2021,18.26,7/6/2021,70.88,6/22/2021,44.98,
6/23/2021,163.67,6/23/2021,17.03,6/23/2021,208.62,6/23/2021,57.27,6/23/2021,148.7,6/23/2021,43.57,6/23/2021,118.57,9/21/2021,9.98,6/23/2021,114.21,6/23/2021,62.94,6/23/2021,18.7,7/7/2021,68.17,6/23/2021,46.12,
6/24/2021,165.97,6/24/2021,17.44,6/24/2021,207.82,6/24/2021,57.04,6/24/2021,150,6/24/2021,44.35,6/24/2021,119.3,9/22/2021,9.98,6/24/2021,112.85,6/24/2021,64.39,6/24/2021,18.44,7/8/2021,67.86,6/24/2021,46.66,
6/25/2021,166.77,6/25/2021,17.61,6/25/2021,208.67,6/25/2021,56.74,6/25/2021,147.14,6/25/2021,44.16,6/25/2021,117.75,9/23/2021,9.99,6/25/2021,112.01,6/25/2021,64.22,6/25/2021,18.01,7/9/2021,71.05,6/25/2021,47.19,
6/28/2021,169.05,6/28/2021,17.22,6/28/2021,209.4,6/28/2021,55.85,6/28/2021,150,6/28/2021,44.34,6/28/2021,121.4,9/24/2021,9.99,6/28/2021,110.09,6/28/2021,61.95,6/28/2021,18.5,7/12/2021,72.95,6/28/2021,47.09,
6/29/2021,167.54,6/29/2021,17.5,6/29/2021,209.71,6/29/2021,56.34,6/29/2021,150.06,6/29/2021,44.28,6/29/2021,123.26,9/27/2021,9.99,6/29/2021,109.03,6/29/2021,61.37,6/29/2021,18.74,7/13/2021,69.19,6/29/2021,47.36,
6/30/2021,168.46,6/30/2021,17.51,6/30/2021,210.24,6/30/2021,56.93,6/30/2021,150.74,6/30/2021,44.35,6/30/2021,122.97,9/28/2021,9.99,6/30/2021,108.2,6/30/2021,62.4,6/30/2021,19.36,7/14/2021,66.99,6/30/2021,47.33,
7/1/2021,172.03,7/1/2021,17.68,7/1/2021,210.27,7/1/2021,58.31,7/1/2021,148.73,7/1/2021,44.62,7/1/2021,118.5,9/29/2021,9.99,7/1/2021,108.54,7/1/2021,61.73,7/1/2021,19.74,7/15/2021,67.71,7/1/2021,47.4,
7/2/2021,170.65,7/2/2021,17.07,7/2/2021,209.9,7/2/2021,57.92,7/2/2021,146,7/2/2021,44.5,7/2/2021,118.58,9/30/2021,9.97,7/2/2021,108.53,7/2/2021,61.52,7/2/2021,19.55,7/16/2021,64.4,7/2/2021,48.23,
7/6/2021,168.56,7/6/2021,17.18,7/6/2021,206.52,7/6/2021,57.11,7/6/2021,142.86,7/6/2021,44.09,7/6/2021,117.87,10/1/2021,9.94,7/6/2021,106.71,7/6/2021,61.22,7/6/2021,19.18,7/19/2021,63.08,7/6/2021,45.8,
7/7/2021,170.04,7/7/2021,16.68,7/7/2021,209.51,7/7/2021,58.2,7/7/2021,146.51,7/7/2021,43.38,7/7/2021,116.95,10/4/2021,8.92,7/7/2021,105.69,7/7/2021,61.09,7/7/2021,18.91,7/20/2021,50.52,7/7/2021,45.44,
7/8/2021,167.91,7/8/2021,16.79,7/8/2021,207.48,7/8/2021,56.62,7/8/2021,142.3,7/8/2021,42.9,7/8/2021,115.54,10/5/2021,8.94,7/8/2021,105.36,7/8/2021,60.11,7/8/2021,18.65,7/21/2021,57.61,7/8/2021,45.71,
7/9/2021,175.51,7/9/2021,17.1,7/9/2021,210.35,7/9/2021,58.41,7/9/2021,148.7,7/9/2021,43.45,7/9/2021,118,10/6/2021,7.51,7/9/2021,107.66,7/9/2021,61.45,7/9/2021,19.85,7/22/2021,55.69,7/9/2021,47.91,
7/12/2021,187.49,7/12/2021,17.18,7/12/2021,210.43,7/12/2021,58.79,7/12/2021,150.62,7/12/2021,43.8,7/12/2021,118.54,10/7/2021,7.64,7/12/2021,108.77,7/12/2021,61.72,7/12/2021,21.05,7/23/2021,52.32,7/12/2021,50.53,
7/13/2021,184.86,7/13/2021,16.92,7/13/2021,208.22,7/13/2021,57.54,7/13/2021,150.03,7/13/2021,43.05,7/13/2021,117.72,10/8/2021,8.21,7/13/2021,107.09,7/13/2021,59.27,7/13/2021,19.87,7/26/2021,53,7/13/2021,50.1,
7/14/2021,182.52,7/14/2021,16.98,7/14/2021,208.05,7/14/2021,57.17,7/14/2021,147.21,7/14/2021,42.67,7/14/2021,117.82,10/11/2021,10.42,7/14/2021,107.21,7/14/2021,58.2,7/14/2021,19.63,7/27/2021,50.57,7/14/2021,49.01,
7/15/2021,185.83,7/15/2021,17.02,7/15/2021,207.87,7/15/2021,56.27,7/15/2021,143.55,7/15/2021,42.42,7/15/2021,114.97,10/12/2021,23.8,7/15/2021,107.06,7/15/2021,57.08,7/15/2021,19.69,7/28/2021,52.55,7/15/2021,49.42,
7/16/2021,180.66,7/16/2021,16.77,7/16/2021,203.29,7/16/2021,53.75,7/16/2021,139.2,7/16/2021,41.81,7/16/2021,112.26,10/13/2021,19.07,7/16/2021,105.14,7/16/2021,56.52,7/16/2021,17.85,7/29/2021,55.75,7/16/2021,47.47,
7/19/2021,178.08,7/19/2021,16.42,7/19/2021,198.84,7/19/2021,51.8,7/19/2021,137.16,7/19/2021,40.93,7/19/2021,112.55,10/14/2021,16.94,7/19/2021,103.11,7/19/2021,53.26,7/19/2021,17.21,7/30/2021,55.06,7/19/2021,47.26,
7/20/2021,187.25,7/20/2021,16.65,7/20/2021,200.75,7/20/2021,51.96,7/20/2021,139.87,7/20/2021,41.73,7/20/2021,116.49,10/15/2021,17.41,7/20/2021,103.34,7/20/2021,56.95,7/20/2021,18.39,8/2/2021,54.87,7/20/2021,47.75,
7/21/2021,190.22,7/21/2021,16.95,7/21/2021,203.09,7/21/2021,52.41,7/21/2021,142.86,7/21/2021,42.21,7/21/2021,119.63,10/18/2021,18.66,7/21/2021,105.26,7/21/2021,58.5,7/21/2021,19.55,8/3/2021,55.53,7/21/2021,49,
7/22/2021,192.76,7/22/2021,16.71,7/22/2021,200.88,7/22/2021,51.79,7/22/2021,140.02,7/22/2021,42.27,7/22/2021,118.41,10/19/2021,17.16,7/22/2021,105.88,7/22/2021,57.37,7/22/2021,19.52,8/4/2021,56.34,7/22/2021,50.05,
7/23/2021,190.35,7/23/2021,16.69,7/23/2021,202.25,7/23/2021,53.53,7/23/2021,141.93,7/23/2021,42.13,7/23/2021,119.71,10/20/2021,15.78,7/23/2021,106.35,7/23/2021,57.72,7/23/2021,18.89,8/5/2021,58.09,7/23/2021,47.36,
7/26/2021,194.84,7/26/2021,16.87,7/26/2021,205.3,7/26/2021,54.18,7/26/2021,139.14,7/26/2021,42.35,7/26/2021,118.76,10/21/2021,15.94,7/26/2021,106.63,7/26/2021,59.69,7/26/2021,19.11,8/6/2021,59.78,7/26/2021,47.79,
7/27/2021,188.99,7/27/2021,16.68,7/27/2021,205.05,7/27/2021,53.6,7/27/2021,136.23,7/27/2021,42.53,7/27/2021,116.44,10/22/2021,16.69,7/27/2021,106.23,7/27/2021,58.75,7/27/2021,18.44,8/9/2021,60.11,7/27/2021,46.59,
7/28/2021,194.54,7/28/2021,16.83,7/28/2021,209.99,7/28/2021,53.99,7/28/2021,141.56,7/28/2021,42.82,7/28/2021,119.78,10/25/2021,15.4,7/28/2021,106.85,7/28/2021,57,7/28/2021,19.08,8/10/2021,64.16,7/28/2021,47.53,
